PMID,cell_type,marker_genes,species,tissue_type,DB_name
38582099,stem cell,TM4SF1,human,urothelium|bladder,MarkerGeneBERT
38587029,fibroblast,DCN,human,esophageal carcinoma,MarkerGeneBERT
38587029,fibroblast,COL14A1,human,esophageal carcinoma,MarkerGeneBERT
38587029,fibroblast,COL1A1,human,esophageal carcinoma,MarkerGeneBERT
38587029,T cell,CD3E,human,esophageal carcinoma,MarkerGeneBERT
38587029,T cell,CD3D,human,esophageal carcinoma,MarkerGeneBERT
38587029,T cell,CD2,human,esophageal carcinoma,MarkerGeneBERT
38587029,plasma cell,IGKC,human,esophageal carcinoma,MarkerGeneBERT
38587029,plasma cell,IGHG1,human,esophageal carcinoma,MarkerGeneBERT
38587029,neutrophil,FFAR2,human,esophageal carcinoma,MarkerGeneBERT
38587029,neutrophil,S100A8,human,esophageal carcinoma,MarkerGeneBERT
38587029,myeloid cell,CD68,human,esophageal carcinoma,MarkerGeneBERT
38587029,myeloid cell,CD14,human,esophageal carcinoma,MarkerGeneBERT
38587029,B cell,CD79A,human,esophageal carcinoma,MarkerGeneBERT
38587029,B cell,MS4A1,human,esophageal carcinoma,MarkerGeneBERT
38587029,endothelial cell,VWF,human,esophageal carcinoma,MarkerGeneBERT
38587029,endothelial cell,ENG,human,esophageal carcinoma,MarkerGeneBERT
38587029,mast cell,TPSB2,human,esophageal carcinoma,MarkerGeneBERT
38587029,mast cell,TPSAB1,human,esophageal carcinoma,MarkerGeneBERT
38587029,mast cell,CPA3,human,esophageal carcinoma,MarkerGeneBERT
38587029,esophageal epithelial cell,TP63,human,esophageal carcinoma,MarkerGeneBERT
38587029,esophageal epithelial cell,KRT13,human,esophageal carcinoma,MarkerGeneBERT
38587029,esophageal epithelial cell,KRT5,human,esophageal carcinoma,MarkerGeneBERT
38589700,Mye,LYZ,human,lung,MarkerGeneBERT
38589700,SMC,ACTA2,human,lung,MarkerGeneBERT
38594460,ovarian cellular,FOXP1,human,ovary|ovarian,MarkerGeneBERT
38594460,GC,GSTA1,human,ovary|ovarian,MarkerGeneBERT
38594460,myofibroblast,TAGLN,human,ovary|ovarian,MarkerGeneBERT
38594460,myofibroblast,ACTA2,human,ovary|ovarian,MarkerGeneBERT
38594460,oocyte,TUBB8,human,ovary|ovarian,MarkerGeneBERT
38594460,oocyte,ZP3,human,ovary|ovarian,MarkerGeneBERT
38594460,primary oocyte,STK26,human,ovary|ovarian,MarkerGeneBERT
38594460,primary oocyte,SYT5,human,ovary|ovarian,MarkerGeneBERT
38594460,primordial oocyte,SYT5,human,ovary|ovarian,MarkerGeneBERT
38594460,primordial oocyte,FIGLA,human,ovary|ovarian,MarkerGeneBERT
38594460,antral oocyte,NBPF12,human,ovary|ovarian,MarkerGeneBERT
38594460,primary oocyte,NBPF12,human,ovary|ovarian,MarkerGeneBERT
38594460,primordial oocyte,NBPF12,human,ovary|ovarian,MarkerGeneBERT
38594460,preovulatory oocyte,NBPF12,human,ovary|ovarian,MarkerGeneBERT
38594460,preovulatory oocyte,HTRA3,human,ovary|ovarian,MarkerGeneBERT
38594460,antral oocyte,CCDC25,human,ovary|ovarian,MarkerGeneBERT
38594460,antral oocyte,UBOX5,human,ovary|ovarian,MarkerGeneBERT
38594460,primary oocyte,FIGLA,human,ovary|ovarian,MarkerGeneBERT
38594460,primary oocyte,RPS4X,human,ovary|ovarian,MarkerGeneBERT
38594460,primary oocyte,FOS,human,ovary|ovarian,MarkerGeneBERT
38594460,primordial oocyte,FOS,human,ovary|ovarian,MarkerGeneBERT
38594460,primordial oocyte,LMOD3,human,ovary|ovarian,MarkerGeneBERT
38594460,preovulatory oocyte,TAF1A,human,ovary|ovarian,MarkerGeneBERT
38594460,preovulatory oocyte,STK26,human,ovary|ovarian,MarkerGeneBERT
38594460,preovulatory oocyte,FOS,human,ovary|ovarian,MarkerGeneBERT
38594460,preovulatory oocyte,LMOD3,human,ovary|ovarian,MarkerGeneBERT
38594460,primary oocyte,STK26,human,ovary|ovarian,MarkerGeneBERT
38594460,primary oocyte,SYT5,human,ovary|ovarian,MarkerGeneBERT
38594460,primordial oocyte,SYT5,human,ovary|ovarian,MarkerGeneBERT
38594460,primordial oocyte,FIGLA,human,ovary|ovarian,MarkerGeneBERT
38594460,antral oocyte,NBPF12,human,ovary|ovarian,MarkerGeneBERT
38594460,primary oocyte,NBPF12,human,ovary|ovarian,MarkerGeneBERT
38594460,primordial oocyte,NBPF12,human,ovary|ovarian,MarkerGeneBERT
38594460,preovulatory oocyte,NBPF12,human,ovary|ovarian,MarkerGeneBERT
38594460,preovulatory oocyte,HTRA3,human,ovary|ovarian,MarkerGeneBERT
38594460,antral oocyte,CCDC25,human,ovary|ovarian,MarkerGeneBERT
38594460,antral oocyte,UBOX5,human,ovary|ovarian,MarkerGeneBERT
38594460,primary oocyte,FIGLA,human,ovary|ovarian,MarkerGeneBERT
38594460,primary oocyte,RPS4X,human,ovary|ovarian,MarkerGeneBERT
38594460,primary oocyte,FOS,human,ovary|ovarian,MarkerGeneBERT
38594460,primordial oocyte,FOS,human,ovary|ovarian,MarkerGeneBERT
38594460,primordial oocyte,LMOD3,human,ovary|ovarian,MarkerGeneBERT
38594460,preovulatory oocyte,TAF1A,human,ovary|ovarian,MarkerGeneBERT
38594460,preovulatory oocyte,STK26,human,ovary|ovarian,MarkerGeneBERT
38594460,preovulatory oocyte,FOS,human,ovary|ovarian,MarkerGeneBERT
38594460,preovulatory oocyte,LMOD3,human,ovary|ovarian,MarkerGeneBERT
38594460,oocyte,TUBB8,human,ovary|ovarian,MarkerGeneBERT
38594460,oocyte,ZP3,human,ovary|ovarian,MarkerGeneBERT
38599668,B cell,CD27,human,blood|peripheral blood,MarkerGeneBERT
38599668,B cell,IGHG1,human,blood|peripheral blood,MarkerGeneBERT
38599668,B cell,IGHD,human,blood|peripheral blood,MarkerGeneBERT
38600587,microglia,ITGAM,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,microglia,C1QC,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,microglia,C1QA,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,microglia,TREM2,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,microglia,CD33,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,microglia,CD68,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,microglia,P2RY12,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,microglia,CX3CR1,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,neuron,P2RY12,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,Microglia,CD68,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,Microglia,CSF1R,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,Microglia,TREM2,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,Microglia,CD33,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,Microglia,C1QB,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,Microglia,C1QA,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,Microglia,CD11B,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,Microglia,PTPRC,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,iPSC,Cat,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,iPSC,Cat,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,astrocyte,GFAP,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,pluripotent stem cell,POU5F1,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,pluripotent stem cell,NANOG,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,neuron,RBFOX3,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,astrocyte,GFAP,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,glial,GFAP,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,neuron,MAP2,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,neuron,RBFOX3,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,oligodendrocyte,OLIG2,human,brain|frontal cortex|cortex,MarkerGeneBERT
38600587,oligodendrocyte,OLIG1,human,brain|frontal cortex|cortex,MarkerGeneBERT
38601319,immune checkpoint,HAVCR2,human,lung neoplasm|lung adenocarcinoma|lung|lung cancer,MarkerGeneBERT
38601319,immune checkpoint,PDCD1,human,lung neoplasm|lung adenocarcinoma|lung|lung cancer,MarkerGeneBERT
38601319,immune checkpoint,TIGIT,human,lung neoplasm|lung adenocarcinoma|lung|lung cancer,MarkerGeneBERT
38601319,immune checkpoint,LAG3,human,lung neoplasm|lung adenocarcinoma|lung|lung cancer,MarkerGeneBERT
38601319,CD8 + Trm signature,CD69,human,lung neoplasm|lung adenocarcinoma|lung|lung cancer,MarkerGeneBERT
38601319,fibroblast,CD4,human,lung neoplasm|lung adenocarcinoma|lung|lung cancer,MarkerGeneBERT
38601319,neutrophil,CD4,human,lung neoplasm|lung adenocarcinoma|lung|lung cancer,MarkerGeneBERT
38605399,CRPC-like cell,PHGR1,human|mouse,prostate|prostate cancer,MarkerGeneBERT
38605399,CRPC-like cell,NUSAP1,human|mouse,prostate|prostate cancer,MarkerGeneBERT
38605399,CRPC-like cell,TOP2A,human|mouse,prostate|prostate cancer,MarkerGeneBERT
38608514,CD38^+ B cell,CXCR4,human,carcinoma|pancreatic neoplasm|pancreatic ductal|pancreatic ductal adenocarcinoma|pdac tissue|pancreatic,MarkerGeneBERT
38608514,CD38^+ B cell,CD27,human,carcinoma|pancreatic neoplasm|pancreatic ductal|pancreatic ductal adenocarcinoma|pdac tissue|pancreatic,MarkerGeneBERT
38608514,TGF-β,CD5,human,carcinoma|pancreatic neoplasm|pancreatic ductal|pancreatic ductal adenocarcinoma|pdac tissue|pancreatic,MarkerGeneBERT
38608514,IL-27B,CD5,human,carcinoma|pancreatic neoplasm|pancreatic ductal|pancreatic ductal adenocarcinoma|pdac tissue|pancreatic,MarkerGeneBERT
38608514,IL-27B,TGFB1,human,carcinoma|pancreatic neoplasm|pancreatic ductal|pancreatic ductal adenocarcinoma|pdac tissue|pancreatic,MarkerGeneBERT
38608514,CD38^+ B cell,MME,human,carcinoma|pancreatic neoplasm|pancreatic ductal|pancreatic ductal adenocarcinoma|pdac tissue|pancreatic,MarkerGeneBERT
38608514,IL-27B,EBI3,human,carcinoma|pancreatic neoplasm|pancreatic ductal|pancreatic ductal adenocarcinoma|pdac tissue|pancreatic,MarkerGeneBERT
38608514,B cell,CXCR4,human,carcinoma|pancreatic neoplasm|pancreatic ductal|pancreatic ductal adenocarcinoma|pdac tissue|pancreatic,MarkerGeneBERT
38608514,B cell,CD27,human,carcinoma|pancreatic neoplasm|pancreatic ductal|pancreatic ductal adenocarcinoma|pdac tissue|pancreatic,MarkerGeneBERT
38613672,extravillous trophoblast cell,KRT7,human,placental tissue|placenta,MarkerGeneBERT
38614094,CD4^+ T cell,CD4,human,breast cancer|breast neoplasm,MarkerGeneBERT
38614094,CD4^+ T cell,CD4,human,breast cancer|breast neoplasm,MarkerGeneBERT
38614094,epithelial cell,KRT19,human,breast cancer|breast neoplasm,MarkerGeneBERT
38614094,epithelial cell,KRT18,human,breast cancer|breast neoplasm,MarkerGeneBERT
38614094,epithelial cell,KRT8,human,breast cancer|breast neoplasm,MarkerGeneBERT
38614094,epithelial cell,EPCAM,human,breast cancer|breast neoplasm,MarkerGeneBERT
38614094,epithelial cell,KRT19,human,breast cancer|breast neoplasm,MarkerGeneBERT
38614094,epithelial cell,KRT18,human,breast cancer|breast neoplasm,MarkerGeneBERT
38614094,epithelial cell,KRT8,human,breast cancer|breast neoplasm,MarkerGeneBERT
38614094,epithelial cell,EPCAM,human,breast cancer|breast neoplasm,MarkerGeneBERT
38614865,Treg,MDK,human,colorectal cancer|blood,MarkerGeneBERT
38614865,Treg,SDC4,human,colorectal cancer|blood,MarkerGeneBERT
38623058,Tex cell,LAG3,human,liver|liver cancer,MarkerGeneBERT
38623058,Tex cell,PDCD1,human,liver|liver cancer,MarkerGeneBERT
38623058,CD8 + T cell,HAVCR2,human,liver|liver cancer,MarkerGeneBERT
38623058,CD8 + T cell,LAYN,human,liver|liver cancer,MarkerGeneBERT
38623058,Tct,IFNG,human,liver|liver cancer,MarkerGeneBERT
38623058,CD8 + T cell,IFNG,human,liver|liver cancer,MarkerGeneBERT
38623058,CD8 + T cell,Tef,human,liver|liver cancer,MarkerGeneBERT
38623058,proliferating CD8 + T cell,STMN1,human,liver|liver cancer,MarkerGeneBERT
38623058,naive CD8 + T cell,TCF7,human,liver|liver cancer,MarkerGeneBERT
38623058,Tmm,KLRB1,human,liver|liver cancer,MarkerGeneBERT
38623058,memory CD8 + T cell,KLRB1,human,liver|liver cancer,MarkerGeneBERT
38623058,Tmm,JUN,human,liver|liver cancer,MarkerGeneBERT
38623058,memory CD8 + T cell,JUN,human,liver|liver cancer,MarkerGeneBERT
38623058,Trm,CXCR6,human,liver|liver cancer,MarkerGeneBERT
38623058,memory CD8 + T cell,CXCR6,human,liver|liver cancer,MarkerGeneBERT
38623058,Trm,CD69,human,liver|liver cancer,MarkerGeneBERT
38623058,memory CD8 + T cell,CD69,human,liver|liver cancer,MarkerGeneBERT
38627854,fibroblast,ACTA2,human,ovarian cancer|ovarian tissue,MarkerGeneBERT
38629624,NSCLC,MPE,human,pleura|cell lung cancer|lung neoplasm|carcinoma|non-small-cell lung|pleural fluid,MarkerGeneBERT
38629624,non‐small‐cell,MPE,human,pleura|cell lung cancer|lung neoplasm|carcinoma|non-small-cell lung|pleural fluid,MarkerGeneBERT
38629624,NSCLC,MPE,human,pleura|cell lung cancer|lung neoplasm|carcinoma|non-small-cell lung|pleural fluid,MarkerGeneBERT
38629624,non‐small‐cell,MPE,human,pleura|cell lung cancer|lung neoplasm|carcinoma|non-small-cell lung|pleural fluid,MarkerGeneBERT
38629624,C1 cell,MPE,human,pleura|cell lung cancer|lung neoplasm|carcinoma|non-small-cell lung|pleural fluid,MarkerGeneBERT
38629624,cancer cell,MPE,human,pleura|cell lung cancer|lung neoplasm|carcinoma|non-small-cell lung|pleural fluid,MarkerGeneBERT
38629624,cancer cell,CLDN4,human,pleura|cell lung cancer|lung neoplasm|carcinoma|non-small-cell lung|pleural fluid,MarkerGeneBERT
38630692,glioblastoma,ZNF7,human,dermi|skin|abdominal skin|cardiovascular,MarkerGeneBERT
38632387,B cell,CD79A,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,B cell,CD19,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,endothelial cell,CD34,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,endothelial cell,PECAM1,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,endothelial cell,VWF,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,myeloid cell,MARCO,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,myeloid cell,LYZ,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,myeloid cell,FCGR3A,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,myeloid cell,CD14,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,myeloid cell,CD68,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,fibroblast,THY1,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,fibroblast,FAP,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,fibroblast,MYL9,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,fibroblast,MYLK,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,fibroblast,MCAM,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,fibroblast,ACTA2,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,T cell,CD24,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,T cell,KLRD1,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,T cell,GNLY,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,T cell,NKG7,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,plasmaB cell,SDC1,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,plasmaB cell,JCHAIN,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,plasmaB cell,MZB1,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,epithelial cell,CDH1,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,epithelial cell,KRT18,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,epithelial cell,KRT19,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,epithelial cell,SFN,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,epithelial cell,EPCAM,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,macrophage,MRC1,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,macrophage,TREM2,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,macrophage,CD68,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,macrophage,MARCO,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,mast cell,TPSAB1,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,mast cell,MS4A2,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,dendritic cell,PKIB,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,dendritic cell,FCER1A,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,dendritic cell,CD1E,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,dendritic cell,CD1C,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,neutrophil,S100A9,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,neutrophil,S100A8,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,neutrophil,CSF3R,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,macrophage,MRC1,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,macrophage,TREM2,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,macrophage,CD68,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,macrophage,MARCO,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,mast cell,TPSAB1,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,mast cell,MS4A2,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,dendritic cell,PKIB,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,dendritic cell,FCER1A,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,dendritic cell,CD1E,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,dendritic cell,CD1C,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,neutrophil,S100A9,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,neutrophil,S100A8,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,neutrophil,CSF3R,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,iCAF,CCL2,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,iCAF,CXCL14,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,iCAF,CXCL12,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,pericyte,CD248,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,pericyte,PDGFRB,human,colorectal cancer|lymphatic,MarkerGeneBERT
38632387,pericyte,RGS5,human,colorectal cancer|lymphatic,MarkerGeneBERT
38635761,AT2 cell,CDKN1A,human,lung|lymphoid,MarkerGeneBERT
38635761,HTII-280,KRT19,human,lung|lymphoid,MarkerGeneBERT
38635761,HTII-280,KRT8,human,lung|lymphoid,MarkerGeneBERT
38641668,plasma cell,SLAMF7,human,intracellular|tube,MarkerGeneBERT
38641668,plasma cell,CD27,human,intracellular|tube,MarkerGeneBERT
38641668,CD4 + T cell subset,CD4,human,intracellular|tube,MarkerGeneBERT
38641668,monocyte,S100A12,human,intracellular|tube,MarkerGeneBERT
38641668,monocyte,S100A8,human,intracellular|tube,MarkerGeneBERT
38643159,ACO,CDKN1A,human,airway|lung tissue|lung,MarkerGeneBERT
38643159,ACO,CDKN1A,human,airway|lung tissue|lung,MarkerGeneBERT
38643159,macrophage,PPAR,human,airway|lung tissue|lung,MarkerGeneBERT
38643339,monocyte,CD14,human,blood|spleen,MarkerGeneBERT
38643339,myeloid,CD14,human,blood|spleen,MarkerGeneBERT
38643512,B-cell,PC,human,peripheral blood|blood,MarkerGeneBERT
38643512,B-cell,PC,human,peripheral blood|blood,MarkerGeneBERT
38643512,B-cell,CCL22,human,peripheral blood|blood,MarkerGeneBERT
38643512,B-cell,CCL17,human,peripheral blood|blood,MarkerGeneBERT
38643512,B-cell,CCR7,human,peripheral blood|blood,MarkerGeneBERT
38643512,B-cell,CD83,human,peripheral blood|blood,MarkerGeneBERT
38643512,B-cell,CD22,human,peripheral blood|blood,MarkerGeneBERT
38643512,B-cell,CD19,human,peripheral blood|blood,MarkerGeneBERT
38648200,tumor stem cell marker,NANOG,human,tif|beta catenin|lung,MarkerGeneBERT
38648200,tumor stem cell marker,SOX2,human,tif|beta catenin|lung,MarkerGeneBERT
38648200,alveolar macrophage,PPARG,human,tif|beta catenin|lung,MarkerGeneBERT
38648200,M1-type macrophage,CXCL10,human,tif|beta catenin|lung,MarkerGeneBERT
38648200,M1-type macrophage,CXCL9,human,tif|beta catenin|lung,MarkerGeneBERT
38648200,resident tissue macrophages marker,C1QB,human,tif|beta catenin|lung,MarkerGeneBERT
38648200,resident tissue macrophages marker,C1QA,human,tif|beta catenin|lung,MarkerGeneBERT
38648200,resident tissue macrophage,CHMP1B,human,tif|beta catenin|lung,MarkerGeneBERT
38648200,resident tissue macrophage,GPR183,human,tif|beta catenin|lung,MarkerGeneBERT
38648200,resident tissue macrophage,TNFAIP3,human,tif|beta catenin|lung,MarkerGeneBERT
38648200,resident tissue macrophage,CXCL3,human,tif|beta catenin|lung,MarkerGeneBERT
38648200,resident tissue macrophage,CXCL2,human,tif|beta catenin|lung,MarkerGeneBERT
38648200,resident tissue macrophage,NR4A3,human,tif|beta catenin|lung,MarkerGeneBERT
38648200,resident tissue macrophage,NR4A2,human,tif|beta catenin|lung,MarkerGeneBERT
38648200,alveolar macrophage,PPARG,human,tif|beta catenin|lung,MarkerGeneBERT
38649788,Tfh cell,BCL6,human,testicular neoplasm|testi,MarkerGeneBERT
38649788,Tfh cell,CD4,human,testicular neoplasm|testi,MarkerGeneBERT
38652223,dendritic cell,CLEC10A,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,dendritic cell,FCER1A,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,dendritic cell,CD1C,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,CD14^+ monocyte,S100A9,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,CD14^+ monocyte,S100A8,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,CD14^+ monocyte,FCN1,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,macrophage,C1QC,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,macrophage,C1QB,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,macrophage,C1QA,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,macrophage,CD14,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,myeloid cell,C1QC,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,myeloid cell,C1QB,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,myeloid cell,C1QA,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,myeloid cell,CD14,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,primary osteosarcoma cell,PDGFD,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,proliferating cell,TOP2A,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,proliferating cell,MKI67,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,B cell,MZB1,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,B cell,JCHAIN,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,T cell,CD2,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,T cell,CD3E,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,T cell,CD3D,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,myeloid cell,CD86,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,myeloid cell,LYZ,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,myeloid cell,CD14,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,endothelia cell,VWF,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,endothelia cell,PECAM1,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,pericyte,RGS5,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,pericyte,ACTA2,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,fibroblast,DCN,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,fibroblast,LUM,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,fibroblast,COL3A1,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,osteoclast,ACP5,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,osteoclast,CTSK,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,osteoclast,MMP9,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,osteocyte,CHRNA1,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652223,osteocyte,MYF5,human,osteosarcoma|neoplasm metastasi|bone neoplasm|dome,MarkerGeneBERT
38652563,T3 photoreceptor progenitor,ISOC1,human,retina|retinal rod photoreceptor cell|retinal organoid|retinal,MarkerGeneBERT
38652563,T3 photoreceptor progenitor,FABP7,human,retina|retinal rod photoreceptor cell|retinal organoid|retinal,MarkerGeneBERT
38652563,rod photoreceptor,PDE6H,human,retina|retinal rod photoreceptor cell|retinal organoid|retinal,MarkerGeneBERT
38653742,macrophage,FCN1,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,macrophage,S100A12,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,plasma cell,CCL5,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,plasma cell,CD8A,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,plasma cell,CD40LG,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,plasma cell,IL7R,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,NK cell,CCL5,human,lung adenocarcinoma|lung,MarkerGeneBERT
38653742,NK cell,CD8A,human,lung adenocarcinoma|lung,MarkerGeneBERT
